,Unnamed: 0,Datapoint,Prompt_Idx,Result,Reason,sequence_length,num_numerical_tokens,num_math_tokens,math_token_ratio,has_equals_sign,mean_attention_to_math_tokens_0,mean_attention_to_math_tokens_last,mean_attention_from_math_tokens_0,mean_attention_from_math_tokens_last,final_token_attention_received,max_attention_from_math_token,self_attention_ratio,attention_entropy_layer0_math,head0_max_attention_target_is_math
31,31,131,0,True,CORRECT ANSWER,160,6,6,0.0375,False,0.002294921875,0.00205078125,0.00625,0.00625,0.0014724731445312,0.99609375,0.267578125,1.2973945140838623,False
32,32,132,0,True,CORRECT ANSWER,144,4,4,0.0277777777777777,False,0.0021701388888888,0.0020887586805555,0.0069444444444444,0.0069444444444444,0.0015945434570312,0.99609375,0.265625,1.044456958770752,False
33,33,133,0,True,CORRECT ANSWER,156,4,4,0.0256410256410256,False,0.0024789663461538,0.0021534455128205,0.0064102564102564,0.0064102564102564,0.001434326171875,0.99609375,0.26171875,1.146349549293518,False
34,34,134,0,False,WRONG REVISED ANSWER,156,4,4,0.0256410256410256,False,0.0022410857371794,0.0020658052884615,0.0064102564102564,0.0064102564102564,0.0014419555664062,0.99609375,0.267578125,1.0065628290176392,False
35,35,135,0,True,CORRECT ANSWER,160,6,6,0.0375,False,0.0021809895833333,0.001953125,0.00625,0.00625,0.001434326171875,0.99609375,0.259765625,1.3224279880523682,False
36,36,136,0,False,WRONG REVISED ANSWER,163,4,4,0.0245398773006134,False,0.0022287193251533,0.002084930981595,0.0061349693251533,0.0061349693251533,0.0014572143554687,0.99609375,0.265625,1.0462617874145508,False
37,37,137,0,True,CORRECT ANSWER,149,6,6,0.0402684563758389,False,0.0022371364653243,0.0020973154362416,0.0067114093959731,0.0067114093959731,0.0015640258789062,0.99609375,0.259765625,1.4197465181350708,False
38,38,138,0,True,CORRECT ANSWER,143,4,4,0.0279720279720279,False,0.0023492132867132,0.0024038461538461,0.0069930069930069,0.0069930069930069,0.0015869140625,0.99609375,0.263671875,1.0605311393737793,False
39,39,139,0,False,WRONG REVISED ANSWER,193,12,14,0.0725388601036269,False,0.0021049222797927,0.0018504811250925,0.005181347150259,0.005181347150259,0.0011749267578125,0.99609375,0.2431640625,1.8981728553771973,False
40,40,140,0,True,CORRECT ANSWER,140,5,5,0.0357142857142857,False,0.0024330357142857,0.0021875,0.0071428571428571,0.0071428571428571,0.0016555786132812,0.99609375,0.271484375,1.2264387607574463,False
41,41,141,0,False,WRONG REVISED ANSWER,141,1,1,0.0070921985815602,False,0.0025487588652482,0.0030335771276595,0.0070921985815602,0.0070921985815602,0.001617431640625,0.99609375,0.271484375,0.0,False
42,42,142,0,False,WRONG REVISED ANSWER,170,6,6,0.0352941176470588,False,0.0020220588235294,0.0018535539215686,0.0058823529411764,0.0058823529411764,0.0014419555664062,0.9921875,0.25390625,1.169602870941162,False
43,43,143,0,True,CORRECT ANSWER,168,14,14,0.0833333333333333,False,0.0020727040816326,0.0016940369897959,0.0059523809523809,0.0059523809523809,0.001434326171875,0.99609375,0.251953125,1.9860076904296875,False
44,44,144,0,False,WRONG REVISED ANSWER,179,8,8,0.0446927374301676,False,0.0021277060055865,0.0018112779329608,0.0055865921787709,0.0055865921787709,0.0013046264648437,0.99609375,0.26171875,1.500746726989746,False
45,45,145,0,True,CORRECT ANSWER,168,4,4,0.0238095238095238,False,0.0021623883928571,0.0028250558035714,0.0059523809523809,0.0059523809523809,0.0014114379882812,0.9921875,0.259765625,1.012160301208496,False
46,46,146,0,True,CORRECT ANSWER,194,13,14,0.0721649484536082,False,0.002071060382916,0.0018639543446244,0.0051546391752577,0.0051546391752577,0.0012130737304687,0.99609375,0.25,1.9626386165618896,False
47,47,147,0,True,CORRECT ANSWER,179,11,11,0.0614525139664804,False,0.0020314880650076,0.0017140680548501,0.0055865921787709,0.0055865921787709,0.0012893676757812,0.99609375,0.259765625,1.73167085647583,False
48,48,148,0,True,CORRECT ANSWER,140,9,9,0.0642857142857142,False,0.0022941468253968,0.0022693452380952,0.0071428571428571,0.0071428571428571,0.0015869140625,0.99609375,0.259765625,1.697879195213318,False
49,49,149,0,True,CORRECT ANSWER,172,12,12,0.0697674418604651,False,0.0020742490310077,0.0020136870155038,0.005813953488372,0.005813953488372,0.0013885498046875,0.99609375,0.259765625,1.827363133430481,False
50,50,150,0,True,CORRECT ANSWER,166,13,15,0.0903614457831325,False,0.0021460843373493,0.0017570281124497,0.0060240963855421,0.0060240963855421,0.00146484375,0.99609375,0.248046875,1.8783680200576784,False
51,51,151,0,True,CORRECT ANSWER,140,7,7,0.05,False,0.0023118622448979,0.0023118622448979,0.0071428571428571,0.0071428571428571,0.0015640258789062,0.9921875,0.265625,1.4733271598815918,False
52,52,152,0,True,CORRECT ANSWER,147,4,4,0.0272108843537414,False,0.0026174532312925,0.0022852891156462,0.0068027210884353,0.0068027210884353,0.0016098022460937,0.99609375,0.2734375,1.119320273399353,False
53,53,153,0,True,CORRECT ANSWER,142,5,5,0.0352112676056338,False,0.0024977992957746,0.0021786971830985,0.0070422535211267,0.0070422535211267,0.0015945434570312,0.99609375,0.263671875,1.210245966911316,False
54,54,154,0,True,CORRECT ANSWER,170,9,10,0.0588235294117647,False,0.0023713235294117,0.0018658088235294,0.0058823529411764,0.0058823529411764,0.0014190673828125,0.99609375,0.259765625,1.6656512022018433,False
55,55,155,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
56,56,156,0,True,CORRECT ANSWER,158,11,11,0.0696202531645569,False,0.0021396720368239,0.0022925057537399,0.0063291139240506,0.0063291139240506,0.001373291015625,0.9921875,0.25390625,1.755374550819397,False
57,57,157,0,False,WRONG REVISED ANSWER,157,14,15,0.0955414012738853,False,0.0024416135881104,0.0020700636942675,0.0063694267515923,0.0063694267515923,0.001434326171875,0.99609375,0.25390625,2.0454227924346924,False
58,58,158,0,False,WRONG REVISED ANSWER,158,8,8,0.050632911392405,False,0.0020025712025316,0.0023239715189873,0.0063291139240506,0.0063291139240506,0.0014572143554687,0.9921875,0.26171875,1.4050432443618774,False
59,59,159,0,False,WRONG REVISED ANSWER,143,7,7,0.0489510489510489,False,0.0023726273726273,0.0020760489510489,0.0069930069930069,0.0069930069930069,0.0016098022460937,0.99609375,0.26953125,1.4900310039520264,False
60,60,160,0,False,WRONG REVISED ANSWER,147,6,6,0.0408163265306122,False,0.0023207199546485,0.0019132653061224,0.0068027210884353,0.0068027210884353,0.0016098022460937,0.99609375,0.267578125,1.3618764877319336,False
61,61,161,0,True,CORRECT ANSWER,139,6,6,0.0431654676258992,False,0.0023512440047961,0.002622901678657,0.0071942446043165,0.0071942446043165,0.0016708374023437,0.99609375,0.259765625,1.4523537158966064,False
62,62,162,0,True,CORRECT ANSWER,142,8,8,0.056338028169014,False,0.002503301056338,0.0023932658450704,0.0070422535211267,0.0070422535211267,0.0015335083007812,0.99609375,0.263671875,1.6604329347610474,False
63,63,163,0,True,CORRECT ANSWER,156,3,3,0.0192307692307692,False,0.0021367521367521,0.0024372329059829,0.0064102564102564,0.0064102564102564,0.0014266967773437,0.9921875,0.265625,0.7352628111839294,False
64,64,164,0,True,CORRECT ANSWER,140,10,10,0.0714285714285714,False,0.0024553571428571,0.0021875,0.0071428571428571,0.0071428571428571,0.001617431640625,0.99609375,0.263671875,1.8426027297973635,False
65,65,165,0,False,WRONG REVISED ANSWER,206,20,22,0.1067961165048543,False,0.0019169240953221,0.0017583296557811,0.0048543689320388,0.0048543689320388,0.0011520385742187,0.99609375,0.23828125,2.2630715370178223,False
66,66,166,0,True,CORRECT ANSWER,190,20,22,0.1157894736842105,False,0.0021082535885167,0.0021082535885167,0.0052631578947368,0.0052631578947368,0.0012054443359375,0.99609375,0.2431640625,2.321774482727051,False
67,67,167,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
68,68,168,0,True,CORRECT ANSWER,156,11,11,0.0705128205128205,False,0.0022581585081585,0.0021306818181818,0.0064102564102564,0.0064102564102564,0.0014266967773437,0.99609375,0.26171875,1.8699297904968264,False
69,69,169,0,True,CORRECT ANSWER,141,3,3,0.0212765957446808,False,0.0025487588652482,0.0022163120567375,0.0070921985815602,0.0070921985815602,0.0015945434570312,0.9921875,0.265625,0.7978620529174805,False
70,70,170,0,True,CORRECT ANSWER,181,9,9,0.0497237569060773,False,0.0021389656230816,0.0021965162676488,0.005524861878453,0.005524861878453,0.0012664794921875,1.0,0.251953125,1.7306164503097534,False
71,71,171,0,True,CORRECT ANSWER,151,6,6,0.0397350993377483,False,0.0023454746136865,0.0022937362030905,0.0066225165562913,0.0066225165562913,0.0015335083007812,0.99609375,0.26171875,1.3673968315124512,False
72,72,172,0,True,CORRECT ANSWER,152,12,12,0.0789473684210526,False,0.0019702576754385,0.0020473547149122,0.006578947368421,0.006578947368421,0.0015029907226562,0.99609375,0.25390625,1.6728054285049438,False
73,73,173,0,False,WRONG REVISED ANSWER,185,10,10,0.054054054054054,False,0.0019087837837837,0.0016300675675675,0.0054054054054054,0.0054054054054054,0.0012664794921875,0.99609375,0.25390625,1.660165786743164,False
74,74,174,0,True,CORRECT ANSWER,183,12,12,0.0655737704918032,False,0.0019353369763205,0.0018641848816029,0.0054644808743169,0.0054644808743169,0.0012283325195312,0.99609375,0.25390625,1.8305538892745967,False
75,75,175,0,False,WRONG REVISED ANSWER,197,5,5,0.0253807106598984,False,0.0020463197969543,0.0018401015228426,0.0050761421319796,0.0050761421319796,0.0012130737304687,0.99609375,0.2578125,1.2919732332229614,False
76,76,176,0,False,WRONG REVISED ANSWER,170,9,12,0.0705882352941176,False,0.0027420343137254,0.0020833333333333,0.0058823529411764,0.0058823529411764,0.0014190673828125,0.99609375,0.248046875,1.719170093536377,False
77,77,177,0,False,WRONG REVISED ANSWER,152,8,8,0.0526315789473684,False,0.0019916735197368,0.0019788240131578,0.006578947368421,0.006578947368421,0.0015182495117187,0.99609375,0.2578125,1.3455127477645874,False
78,78,178,0,True,CORRECT ANSWER,143,6,6,0.0419580419580419,False,0.0021124708624708,0.0020487325174825,0.0069930069930069,0.0069930069930069,0.0015792846679687,0.99609375,0.2578125,1.289214849472046,False
79,79,179,0,True,CORRECT ANSWER,134,4,4,0.0298507462686567,False,0.0022154850746268,0.0026381763059701,0.0074626865671641,0.0074626865671641,0.0017242431640625,0.99609375,0.267578125,0.9545040130615234,False
80,80,180,0,True,CORRECT ANSWER,144,10,10,0.0694444444444444,False,0.0021918402777777,0.0023111979166666,0.0069444444444444,0.0069444444444444,0.0015869140625,0.9921875,0.259765625,1.6297740936279297,False
81,81,181,0,True,CORRECT ANSWER,159,10,10,0.0628930817610062,False,0.0022110849056603,0.0023388364779874,0.0062893081761006,0.0062893081761006,0.0014266967773437,1.0,0.25390625,1.8252053260803225,False
82,82,182,0,False,WRONG REVISED ANSWER,161,10,10,0.062111801242236,False,0.0020768633540372,0.0017954192546583,0.0062111801242236,0.0062111801242236,0.0014266967773437,0.99609375,0.259765625,1.702219009399414,False
83,83,183,0,True,CORRECT ANSWER,196,5,5,0.0255102040816326,False,0.0019451530612244,0.0017936862244897,0.0051020408163265,0.0051020408163265,0.0011672973632812,0.99609375,0.263671875,1.0862326622009275,False
84,84,184,0,True,CORRECT ANSWER,206,9,9,0.0436893203883495,False,0.0017951051779935,0.0018203883495145,0.0048543689320388,0.0048543689320388,0.001129150390625,1.0,0.25390625,1.5686811208724976,False
85,85,185,0,True,CORRECT ANSWER,130,4,4,0.0307692307692307,False,0.0024939903846153,0.0026292067307692,0.0076923076923076,0.0076923076923076,0.0017318725585937,0.99609375,0.26953125,1.0782678127288818,False
86,86,186,0,True,CORRECT ANSWER,137,7,7,0.0510948905109489,False,0.0023787799791449,0.0021832638164754,0.0072992700729927,0.0072992700729927,0.0016708374023437,0.99609375,0.26171875,1.559427261352539,False
87,87,187,0,True,CORRECT ANSWER,146,7,7,0.047945205479452,False,0.0021251223091976,0.0024614726027397,0.0068493150684931,0.0068493150684931,0.001617431640625,0.99609375,0.259765625,1.3428436517715454,False
88,88,188,0,True,CORRECT ANSWER,159,9,9,0.0566037735849056,False,0.0019326519916142,0.0019654088050314,0.0062893081761006,0.0062893081761006,0.001434326171875,0.99609375,0.259765625,1.3742810487747192,False
89,89,189,0,True,CORRECT ANSWER,167,7,7,0.0419161676646706,False,0.0020583832335329,0.0017643284858853,0.0059880239520958,0.0059880239520958,0.0014190673828125,0.99609375,0.255859375,1.4161098003387451,False
90,90,190,0,True,CORRECT ANSWER,169,8,8,0.0473372781065088,False,0.0022651627218934,0.0019415680473372,0.0059171597633136,0.0059171597633136,0.0014266967773437,0.99609375,0.263671875,1.5769938230514526,False
91,91,191,0,True,CORRECT ANSWER,155,6,6,0.0387096774193548,False,0.0021673387096774,0.002570564516129,0.0064516129032258,0.0064516129032258,0.0014266967773437,0.99609375,0.26171875,1.268893480300903,False
92,92,192,0,True,CORRECT ANSWER,156,8,8,0.0512820512820512,False,0.0021534455128205,0.0022285657051282,0.0064102564102564,0.0064102564102564,0.0014266967773437,0.99609375,0.2578125,1.5801657438278198,False
93,93,193,0,False,WRONG REVISED ANSWER,185,9,9,0.0486486486486486,False,0.0020364114114114,0.0017361111111111,0.0054054054054054,0.0054054054054054,0.0012435913085937,0.99609375,0.2578125,1.546662211418152,False
94,94,194,0,True,CORRECT ANSWER,159,5,5,0.0314465408805031,False,0.0022110849056603,0.0021422955974842,0.0062893081761006,0.0062893081761006,0.0014801025390625,0.99609375,0.263671875,1.142767310142517,False
95,95,195,0,False,WRONG REVISED ANSWER,192,12,12,0.0625,False,0.0020751953125,0.0018310546875,0.0052083333333333,0.0052083333333333,0.0012054443359375,0.99609375,0.25,1.905244827270508,False
96,96,196,0,True,CORRECT ANSWER,149,6,6,0.0402684563758389,False,0.0022546140939597,0.0021759647651006,0.0067114093959731,0.0067114093959731,0.0015640258789062,0.99609375,0.26171875,1.1832079887390137,False
97,97,197,0,True,CORRECT ANSWER,182,13,13,0.0714285714285714,False,0.0018887362637362,0.0016774091293322,0.0054945054945054,0.0054945054945054,0.00128173828125,0.99609375,0.25390625,1.7908540964126587,False
98,98,198,0,False,WRONG REVISED ANSWER,181,10,10,0.0552486187845303,False,0.0020027624309392,0.0017178867403314,0.005524861878453,0.005524861878453,0.0012664794921875,0.99609375,0.2578125,1.7150713205337524,False
99,99,199,0,True,CORRECT ANSWER,193,14,14,0.0725388601036269,False,0.0019083086602516,0.0017348260547742,0.005181347150259,0.005181347150259,0.001220703125,0.99609375,0.248046875,1.9439536333084104,False
0,0,200,0,True,CORRECT ANSWER,160,6,6,0.0375,False,0.0020182291666666,0.0019612630208333,0.00625,0.00625,0.0014419555664062,0.99609375,0.26171875,1.2693928480148315,False
1,1,201,0,True,CORRECT ANSWER,191,9,9,0.0471204188481675,False,0.0016179464805119,0.0019997091332169,0.0052356020942408,0.0052356020942408,0.0012130737304687,0.9921875,0.248046875,1.2360049486160278,False
2,2,202,0,True,CORRECT ANSWER,143,6,6,0.0419580419580419,False,0.0022945804195804,0.0019212558275058,0.0069930069930069,0.0069930069930069,0.0015869140625,0.99609375,0.26171875,1.3770055770874023,False
3,3,203,0,True,CORRECT ANSWER,188,13,13,0.0691489361702127,False,0.001930748772504,0.0016750204582651,0.0053191489361702,0.0053191489361702,0.0012359619140625,0.99609375,0.251953125,1.9294904470443728,False
4,4,204,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
5,5,205,0,True,CORRECT ANSWER,128,5,5,0.0390625,False,0.002392578125,0.00216064453125,0.0078125,0.0078125,0.0018310546875,0.99609375,0.265625,1.1483230590820312,False
6,6,206,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
7,7,207,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8,8,208,0,True,CORRECT ANSWER,157,9,9,0.0573248407643312,False,0.0019240976645435,0.002178432413305,0.0063694267515923,0.0063694267515923,0.0014419555664062,0.99609375,0.25390625,1.476164937019348,False
9,9,209,0,True,CORRECT ANSWER,165,1,1,0.006060606060606,False,0.002249053030303,0.0026278409090909,0.006060606060606,0.006060606060606,0.0014801025390625,0.99609375,0.2734375,0.0,False
10,10,210,0,True,CORRECT ANSWER,204,23,23,0.1127450980392156,False,0.001824914748508,0.0017050298380221,0.0049019607843137,0.0049019607843137,0.0011672973632812,0.99609375,0.2451171875,2.317326545715332,False
11,11,211,0,True,CORRECT ANSWER,146,4,4,0.0273972602739726,False,0.002755779109589,0.0025684931506849,0.0068493150684931,0.0068493150684931,0.0015640258789062,0.99609375,0.267578125,1.208648681640625,False
12,12,212,0,True,CORRECT ANSWER,135,6,6,0.0444444444444444,False,0.0024209104938271,0.0023919753086419,0.0074074074074074,0.0074074074074074,0.001739501953125,0.99609375,0.265625,1.3554879426956177,False
13,13,213,0,False,WRONG REVISED ANSWER,171,12,12,0.0701754385964912,False,0.0021168372319688,0.0022538986354775,0.0058479532163742,0.0058479532163742,0.0014266967773437,0.99609375,0.251953125,1.9593448638916016,False
14,14,214,0,True,CORRECT ANSWER,158,5,5,0.0316455696202531,False,0.0023635284810126,0.002254746835443,0.0063291139240506,0.0063291139240506,0.00146484375,0.99609375,0.259765625,1.3189077377319336,False
15,15,215,0,False,WRONG REVISED ANSWER,160,9,10,0.0625,False,0.00228515625,0.00220703125,0.00625,0.00625,0.0014877319335937,0.99609375,0.255859375,1.620400071144104,False
16,16,216,0,False,WRONG REVISED ANSWER,173,10,11,0.0635838150289017,False,0.0024139516552811,0.0020444692590646,0.0057803468208092,0.0057803468208092,0.0013885498046875,0.99609375,0.2578125,1.7599769830703735,False
17,17,217,0,True,CORRECT ANSWER,142,6,6,0.0422535211267605,False,0.0023657570422535,0.0023474178403755,0.0070422535211267,0.0070422535211267,0.0016098022460937,0.99609375,0.26171875,1.3726763725280762,False
18,18,218,0,False,WRONG REVISED ANSWER,156,9,10,0.0641025641025641,False,0.0025240384615384,0.0020232371794871,0.0064102564102564,0.0064102564102564,0.0014419555664062,0.99609375,0.255859375,1.7153830528259275,False
19,19,219,0,True,CORRECT ANSWER,170,6,6,0.0352941176470588,False,0.0019148284313725,0.0019454656862745,0.0058823529411764,0.0058823529411764,0.0013809204101562,0.99609375,0.255859375,1.274111032485962,False
20,20,220,0,False,WRONG REVISED ANSWER,154,10,11,0.0714285714285714,False,0.0022874852420306,0.0020845631641086,0.0064935064935064,0.0064935064935064,0.0014801025390625,0.99609375,0.251953125,1.7064732313156128,False
21,21,221,0,True,CORRECT ANSWER,135,3,3,0.0222222222222222,False,0.0024016203703703,0.0023630401234567,0.0074074074074074,0.0074074074074074,0.001739501953125,0.99609375,0.265625,0.7180503010749817,False
22,22,222,0,True,CORRECT ANSWER,152,7,7,0.0460526315789473,False,0.002188087406015,0.0019678101503759,0.006578947368421,0.006578947368421,0.0015182495117187,0.99609375,0.263671875,1.4361399412155151,False
23,23,223,0,True,CORRECT ANSWER,185,10,10,0.054054054054054,False,0.001875,0.001554054054054,0.0054054054054054,0.0054054054054054,0.0012893676757812,0.9921875,0.26171875,1.542477011680603,False
24,24,224,0,False,WRONG REVISED ANSWER,163,7,7,0.0429447852760736,False,0.0020541191936897,0.0020541191936897,0.0061349693251533,0.0061349693251533,0.00146484375,0.99609375,0.259765625,1.3611913919448853,False
25,25,225,0,False,WRONG REVISED ANSWER,186,18,19,0.1021505376344086,False,0.0021222410865874,0.0019100169779286,0.0053763440860215,0.0053763440860215,0.001251220703125,0.99609375,0.248046875,2.216517686843872,False
26,26,226,0,True,CORRECT ANSWER,173,7,7,0.0404624277456647,False,0.0019611890999174,0.0020515070189925,0.0057803468208092,0.0057803468208092,0.0013656616210937,0.99609375,0.25390625,1.3496272563934326,False
27,27,227,0,True,CORRECT ANSWER,182,9,9,0.0494505494505494,False,0.0021653693528693,0.0019650488400488,0.0054945054945054,0.0054945054945054,0.0012664794921875,0.99609375,0.251953125,1.6174979209899902,False
28,28,228,0,False,WRONG REVISED ANSWER,147,5,6,0.0408163265306122,False,0.0023384353741496,0.0019929846938775,0.0068027210884353,0.0068027210884353,0.0015945434570312,0.99609375,0.259765625,1.1454328298568726,False
29,29,229,0,True,CORRECT ANSWER,151,6,6,0.0397350993377483,False,0.0025524282560706,0.0023282284768211,0.0066225165562913,0.0066225165562913,0.0014572143554687,0.99609375,0.263671875,1.359283208847046,False
30,30,230,0,False,WRONG REVISED ANSWER,182,9,9,0.0494505494505494,False,0.0019078144078144,0.0017933455433455,0.0054945054945054,0.0054945054945054,0.0012893676757812,0.99609375,0.259765625,1.578842282295227,False
31,31,231,0,False,WRONG REVISED ANSWER,212,23,25,0.1179245283018868,False,0.0018278301886792,0.0018278301886792,0.0047169811320754,0.0047169811320754,0.0010910034179687,0.99609375,0.2392578125,2.264937162399292,False
32,32,232,0,True,CORRECT ANSWER,147,7,7,0.0476190476190476,False,0.0025206511175898,0.0022625121477162,0.0068027210884353,0.0068027210884353,0.0015869140625,0.99609375,0.259765625,1.5647149085998535,False
33,33,233,0,False,WRONG REVISED ANSWER,186,19,19,0.1021505376344086,False,0.0018392756083757,0.0016801075268817,0.0053763440860215,0.0053763440860215,0.001190185546875,0.99609375,0.24609375,2.062258720397949,False
34,34,234,0,True,CORRECT ANSWER,159,6,6,0.0377358490566037,False,0.0020554900419287,0.0022602201257861,0.0062893081761006,0.0062893081761006,0.0014266967773437,0.99609375,0.263671875,1.167595386505127,False
35,35,235,0,True,CORRECT ANSWER,157,9,9,0.0573248407643312,False,0.0021894904458598,0.0022668966737438,0.0063694267515923,0.0063694267515923,0.001434326171875,0.99609375,0.25390625,1.6801151037216189,False
36,36,236,0,False,WRONG REVISED ANSWER,154,8,10,0.0649350649350649,False,0.0024350649350649,0.0020698051948051,0.0064935064935064,0.0064935064935064,0.0014572143554687,0.99609375,0.2578125,1.6270405054092407,False
37,37,237,0,True,CORRECT ANSWER,139,2,2,0.014388489208633,False,0.0029226618705035,0.0024168165467625,0.0071942446043165,0.0071942446043165,0.001617431640625,0.99609375,0.27734375,0.5019510984420776,False
38,38,238,0,True,CORRECT ANSWER,162,9,9,0.0555555555555555,False,0.0021433470507544,0.0021433470507544,0.0061728395061728,0.0061728395061728,0.001434326171875,0.99609375,0.25,1.6643716096878052,False
39,39,239,0,True,CORRECT ANSWER,142,5,5,0.0352112676056338,False,0.0026738556338028,0.0022227112676056,0.0070422535211267,0.0070422535211267,0.0015869140625,0.99609375,0.26953125,1.374544382095337,False
40,40,240,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
41,41,241,0,False,WRONG REVISED ANSWER,177,11,11,0.0621468926553672,False,0.0019501155624036,0.0018297380585516,0.0056497175141242,0.0056497175141242,0.0013198852539062,0.99609375,0.25390625,1.7146838903427124,False
42,42,242,0,True,CORRECT ANSWER,164,6,6,0.0365853658536585,False,0.0021913109756097,0.001953125,0.0060975609756097,0.0060975609756097,0.00146484375,0.99609375,0.267578125,1.3311777114868164,False
43,43,243,0,True,CORRECT ANSWER,170,12,13,0.0764705882352941,False,0.0024321266968325,0.0022058823529411,0.0058823529411764,0.0058823529411764,0.0014190673828125,0.99609375,0.251953125,2.0288503170013428,False
44,44,244,0,True,CORRECT ANSWER,153,4,4,0.0261437908496732,False,0.0022594975490196,0.0022467320261437,0.0065359477124183,0.0065359477124183,0.0015029907226562,0.99609375,0.265625,0.9187353849411012,False
45,45,245,0,True,CORRECT ANSWER,138,9,9,0.0652173913043478,False,0.0023902979066022,0.0024532004830917,0.0072463768115942,0.0072463768115942,0.0016326904296875,0.99609375,0.259765625,1.7623107433319092,False
46,46,246,0,True,CORRECT ANSWER,170,8,8,0.0470588235294117,False,0.0020335477941176,0.0019301470588235,0.0058823529411764,0.0058823529411764,0.0013809204101562,1.0,0.255859375,1.3959614038467407,False
47,47,247,0,True,CORRECT ANSWER,144,8,9,0.0625,False,0.0023750964506172,0.0019651813271604,0.0069444444444444,0.0069444444444444,0.0015716552734375,0.99609375,0.259765625,1.577280879020691,False
48,48,248,0,True,CORRECT ANSWER,173,11,11,0.0635838150289017,False,0.0019377299001576,0.0017653047819232,0.0057803468208092,0.0057803468208092,0.0013656616210937,0.99609375,0.25390625,1.6457688808441162,False
49,49,249,0,True,CORRECT ANSWER,172,12,12,0.0697674418604651,False,0.0021045300387596,0.001953125,0.005813953488372,0.005813953488372,0.0014266967773437,0.99609375,0.2578125,1.8740692138671875,False
50,50,250,0,True,CORRECT ANSWER,179,1,1,0.0055865921787709,False,0.0020840607541899,0.0023895775139664,0.0055865921787709,0.0055865921787709,0.0013046264648437,0.99609375,0.267578125,0.0,False
51,51,251,0,True,CORRECT ANSWER,171,6,6,0.0350877192982456,False,0.0020254629629629,0.0019036306042884,0.0058479532163742,0.0058479532163742,0.0013885498046875,0.99609375,0.26171875,1.1490345001220703,False
52,52,252,0,True,CORRECT ANSWER,147,7,7,0.0476190476190476,False,0.0021410349854227,0.0018753036929057,0.0068027210884353,0.0068027210884353,0.001617431640625,0.99609375,0.265625,1.4202845096588137,False
53,53,253,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
54,54,254,0,False,WRONG REVISED ANSWER,189,14,14,0.074074074074074,False,0.0018896447467876,0.0017361111111111,0.0052910052910052,0.0052910052910052,0.0012359619140625,0.99609375,0.251953125,1.87972629070282,False
55,55,255,0,True,CORRECT ANSWER,165,4,4,0.0242424242424242,False,0.002154356060606,0.0023674242424242,0.006060606060606,0.006060606060606,0.0014572143554687,0.99609375,0.26171875,1.038241267204285,False
56,56,256,0,True,CORRECT ANSWER,171,10,10,0.0584795321637426,False,0.0020467836257309,0.0020467836257309,0.0058479532163742,0.0058479532163742,0.001373291015625,0.99609375,0.259765625,1.6261022090911863,False
57,57,257,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
58,58,258,0,True,CORRECT ANSWER,163,7,7,0.0429447852760736,False,0.0022732252410166,0.0019034837861524,0.0061349693251533,0.0061349693251533,0.0014266967773437,0.99609375,0.263671875,1.41552734375,False
59,59,259,0,True,CORRECT ANSWER,170,9,9,0.0529411764705882,False,0.0019505718954248,0.0018382352941176,0.0058823529411764,0.0058823529411764,0.0014190673828125,0.99609375,0.259765625,1.4631900787353516,False
60,60,260,0,True,CORRECT ANSWER,139,5,5,0.0359712230215827,False,0.0026641187050359,0.0026978417266187,0.0071942446043165,0.0071942446043165,0.0016555786132812,0.99609375,0.263671875,1.285680055618286,False
61,61,261,0,False,WRONG REVISED ANSWER,199,16,16,0.0804020100502512,False,0.0017175722361809,0.0015899811557788,0.0050251256281407,0.0050251256281407,0.001190185546875,0.99609375,0.244140625,1.891893982887268,False
62,62,262,0,True,CORRECT ANSWER,185,6,6,0.0324324324324324,False,0.0019003378378378,0.0019284909909909,0.0054054054054054,0.0054054054054054,0.0012435913085937,0.99609375,0.255859375,1.1967871189117432,False
63,63,263,0,True,CORRECT ANSWER,180,13,13,0.0722222222222222,False,0.001829594017094,0.001696047008547,0.0055555555555555,0.0055555555555555,0.0012664794921875,0.9921875,0.2490234375,1.681706786155701,False
64,64,264,0,True,CORRECT ANSWER,157,8,8,0.0509554140127388,False,0.0022516918789808,0.0023387738853503,0.0063694267515923,0.0063694267515923,0.0013885498046875,0.9921875,0.263671875,1.5669795274734497,False
